Date,departement 01,departement 02,departement 03,departement 04,departement 05,departement 06,departement 07,departement 08,departement 09,departement 10,departement 11,departement 12,departement 13,departement 14,departement 15,departement 16,departement 17,departement 18,departement 19,departement 20,departement 21,departement 22,departement 23,departement 24,departement 25,departement 26,departement 27,departement 28,departement 29,departement 30,departement 31,departement 32,departement 33,departement 34,departement 35,departement 36,departement 37,departement 38,departement 39,departement 40,departement 41,departement 42,departement 43,departement 44,departement 45,departement 46,departement 47,departement 48,departement 49,departement 50,departement 51,departement 52,departement 53,departement 54,departement 55,departement 56,departement 57,departement 58,departement 59,departement 60,departement 61,departement 62,departement 63,departement 64,departement 65,departement 66,departement 67,departement 68,departement 69,departement 70,departement 71,departement 72,departement 73,departement 74,departement 75,departement 76,departement 77,departement 78,departement 79,departement 80,departement 81,departement 82,departement 83,departement 84,departement 85,departement 86,departement 87,departement 88,departement 89,departement 90,departement 91,departement 92,departement 93,departement 94,departement 95,departement 2A,departement 2B
02/2019,5.81,6.56,7.485714285714286,4.736363636363636,3.3461538461538463,8.327272727272726,6.8999999999999995,5.816666666666666,7.280000000000001,6.6,9.607692307692307,7.116666666666666,9.174999999999999,7.659999999999999,6.314285714285715,8.8,9.366666666666665,7.2,6.433333333333334,8.9,6.042857142857143,8.715384615384615,7.333333333333332,8.028571428571428,3.8,6.785714285714286,6.640000000000001,6.675000000000001,9.2,8.563636363636364,8.9625,8.399999999999999,9.864705882352938,9.844444444444441,7.871428571428572,7.433333333333334,7.12,4.211538461538462,2.8499999999999996,10.299999999999999,7.385714285714286,6.199999999999999,4.56,8.459999999999999,6.949999999999999,8.299999999999999,8.87142857142857,3.9,7.8,8.219999999999999,5.8,6.4,7.279999999999999,6.128571428571428,5.800000000000001,8.384615384615385,5.685714285714286,6.05,7.26,6.457142857142856,6.5375,7.466666666666666,5.777777777777778,10.066666666666666,8.625,9.211111111111112,5.425,5.4692307692307685,6.607692307692308,4.875,5.983333333333333,7.325,3.790909090909091,4.0200000000000005,9.216666666666667,7.390909090909091,7.15,6.916666666666665,8.55,6.785714285714286,8.866666666666667,8.55,9.729166666666666,7.207142857142856,8.82857142857143,7.789999999999999,8.1,4.681818181818182,6.95,5.55,7.133333333333334,Null,7.5,7.5,7.2749999999999995,9.700000000000001,9.9
03/2019,8.45,8.66,8.742857142857144,5.909090909090909,4.892307692307692,10.8,9.227272727272728,7.933333333333333,8.819999999999999,8.3,11.646153846153844,8.166666666666668,11.61875,8.98,7.185714285714286,10.5,10.733333333333336,9.149999999999999,7.716666666666666,11.2,8.62857142857143,9.430769230769231,8.15,10.042857142857143,6.012499999999999,9.514285714285714,9.14,8.450000000000001,9.860000000000001,11.108333333333334,10.425,9.8,11.44705882352941,12.161111111111111,9.742857142857144,9.366666666666667,9.24,6.65769230769231,6.3,11.424999999999999,9.1,8.166666666666666,6.19,10.02,9.0,9.757142857142856,10.85,4.779999999999999,9.933333333333335,9.416666666666666,8.08,8.2,9.299999999999999,8.171428571428573,7.8,9.73846153846154,7.750000000000001,7.699999999999999,9.940000000000001,8.9,8.5625,8.814285714285715,6.387500000000001,10.383333333333333,9.15,11.533333333333335,8.283333333333333,7.3999999999999995,9.135714285714286,6.949999999999999,8.814285714285715,9.4,5.3999999999999995,6.166666666666667,10.783333333333333,8.918181818181818,9.3,8.941666666666665,9.975,8.857142857142858,10.200000000000001,10.575000000000001,12.337499999999999,9.428571428571429,9.992857142857144,9.58,9.275,6.036363636363637,8.7,8.0,9.25,Null,9.7,9.6,9.325000000000001,11.549999999999999,12.055555555555557
04/2019,10.61,10.66,10.414285714285713,6.8909090909090915,6.346153846153846,11.25,10.481818181818182,10.633333333333333,10.48,10.85,12.769230769230766,9.433333333333334,13.012499999999998,9.92,8.614285714285714,12.142857142857142,12.007142857142856,10.8,9.233333333333333,12.1,10.7,10.423076923076923,9.750000000000002,11.857142857142858,7.937500000000001,10.971428571428572,10.175,10.166666666666666,11.046666666666665,11.745454545454548,12.1375,11.95,12.777777777777777,13.088888888888887,11.0,11.0,10.6,8.757692307692308,8.2,12.95,10.871428571428572,9.655555555555557,7.340000000000001,11.539999999999997,10.825000000000001,11.585714285714285,12.483333333333333,5.66,11.36,10.5,10.180000000000001,10.399999999999999,10.84,10.12857142857143,10.4,11.069230769230769,9.9875,9.5,10.56,10.314285714285715,9.8375,10.200000000000001,7.949999999999999,11.633333333333333,10.325000000000001,11.842857142857142,10.692857142857145,9.26923076923077,10.691666666666668,9.1,10.571428571428571,11.075,7.545454545454546,8.553333333333335,12.716666666666667,10.272727272727272,11.15,10.65,11.475000000000001,10.5,12.033333333333331,12.475,13.104000000000003,10.626666666666667,11.046153846153846,11.11,11.1,8.116666666666667,10.75,9.6,11.25,Null,11.5,11.3,11.0,13.200000000000001,13.212499999999999
05/2019,12.55,12.120000000000001,12.285714285714286,9.663636363636364,8.923076923076923,13.424999999999999,13.463636363636363,11.9,12.580000000000002,12.2,15.484615384615381,12.049999999999999,15.713333333333333,11.899999999999999,10.814285714285717,14.014285714285716,14.26153846153846,13.0,11.450000000000001,14.2,12.62857142857143,12.292307692307691,11.449999999999998,13.928571428571429,9.7625,13.886666666666668,12.174999999999999,12.4,12.853333333333333,14.746153846153845,14.4625,13.899999999999999,14.93888888888889,16.58333333333333,13.114285714285714,13.0,12.58,10.63846153846154,10.15,14.775,13.085714285714285,12.062499999999998,9.74,13.625,12.95,13.542857142857144,14.350000000000001,8.48,13.74,12.233333333333334,11.9,12.1,12.959999999999999,12.314285714285715,11.6,12.864285714285716,11.762500000000001,11.325,12.125,12.228571428571428,12.075,12.185714285714287,9.950000000000001,13.066666666666668,12.125,15.0,12.535714285714286,11.261538461538462,13.313333333333333,11.175,12.700000000000001,13.024999999999999,9.691666666666668,10.633333333333335,14.483333333333333,12.127272727272725,13.15,12.661538461538463,14.25,12.442857142857141,14.366666666666667,14.724999999999998,15.723999999999998,13.921428571428574,13.900000000000002,13.51,12.825,9.991666666666667,12.2,11.7,13.266666666666666,Null,13.6,13.5,12.849999999999998,14.883333333333333,15.133333333333333
06/2019,20.1,18.64,19.61428571428571,17.781818181818185,16.884615384615387,21.124999999999996,20.154545454545456,19.033333333333335,18.580000000000002,19.65,20.541666666666668,19.066666666666666,22.58,16.9,18.057142857142853,19.7,19.164285714285715,19.75,17.933333333333334,21.4,19.75714285714286,15.853846153846153,18.366666666666664,19.757142857142856,17.977777777777774,20.500000000000004,17.5,18.53333333333333,15.543749999999998,21.246153846153845,20.287499999999998,19.5,19.66,21.538888888888888,17.37142857142857,20.033333333333335,18.979999999999997,18.346153846153847,17.55,19.65,19.61428571428571,19.633333333333333,17.28,17.975,19.166666666666668,19.75714285714286,20.033333333333335,15.399999999999999,19.360000000000003,16.3,18.7,20.0,18.16,19.97142857142857,19.1,16.453333333333333,19.75,18.5,17.775,18.271428571428572,17.325,16.85,17.6875,18.46666666666667,18.0,20.1125,20.439999999999998,19.46153846153846,20.666666666666668,19.099999999999998,19.975,19.05,17.891666666666662,18.428571428571427,20.849999999999998,17.10909090909091,19.4,18.830769230769228,19.175,17.914285714285715,21.166666666666668,20.525,22.34,20.946153846153848,18.607142857142858,19.57,19.4,18.175,19.65,19.6,19.55,Null,19.6,19.799999999999997,19.075,22.883333333333336,22.91111111111111
07/2019,22.669999999999998,19.880000000000003,22.714285714285715,18.950000000000003,18.569230769230767,23.625,23.590909090909097,19.666666666666668,21.74,21.0,25.01666666666667,22.266666666666666,25.485714285714284,19.08,20.814285714285713,22.97142857142857,22.349999999999998,22.575000000000003,20.866666666666664,23.9,22.049999999999997,18.599999999999998,20.999999999999996,23.357142857142858,18.877777777777776,23.45625,19.975,21.133333333333333,18.4625,25.36923076923077,22.977777777777774,23.299999999999997,23.125,26.083333333333332,20.333333333333332,22.433333333333337,21.919999999999998,20.668000000000003,19.35,22.625,22.22857142857143,22.15,19.57,21.325000000000003,21.433333333333334,23.41428571428571,23.733333333333334,18.099999999999998,22.2,18.583333333333332,20.059999999999995,21.6,21.125,21.285714285714285,20.2,19.686666666666667,20.6125,20.53333333333333,19.400000000000002,19.928571428571427,19.85,18.633333333333336,20.385714285714283,21.299999999999997,20.725,24.633333333333333,21.186666666666667,20.584615384615383,23.42,20.25,22.825,22.075,20.172727272727272,21.023076923076925,23.216666666666665,19.18,21.450000000000003,20.83076923076923,22.825,19.25,24.46666666666667,24.25,25.6962962962963,23.942857142857147,21.92142857142857,22.49,22.15,19.166666666666668,21.549999999999997,21.8,21.650000000000002,Null,21.7,21.9,21.075,25.316666666666666,25.389999999999997
08/2019,20.69,19.520000000000003,21.47142857142857,19.22727272727273,18.26153846153846,23.125,22.109090909090906,19.133333333333333,20.5,20.6,23.891666666666666,21.100000000000005,24.764285714285712,18.5,19.228571428571428,21.285714285714285,20.55833333333333,21.474999999999998,19.0,23.9,20.939999999999998,17.79230769230769,19.816666666666666,21.328571428571426,18.055555555555557,22.381250000000005,19.175,19.833333333333332,17.16111111111111,24.37692307692308,23.022222222222222,22.15,21.92777777777778,24.794444444444448,18.816666666666666,20.966666666666665,20.16,19.504000000000005,18.2,21.825,20.82857142857143,19.59,18.27,19.525,20.400000000000002,21.628571428571433,22.233333333333334,17.183333333333334,20.38,18.05,19.6,21.0,19.5,20.642857142857142,19.8,18.114285714285714,20.275,19.733333333333334,19.125,19.21666666666667,18.75,18.816666666666666,18.357142857142858,20.849999999999998,19.799999999999997,23.41111111111111,20.526666666666667,19.47857142857143,21.37857142857143,19.15,21.1125,20.125,18.333333333333332,19.507692307692306,22.2,18.800000000000004,20.450000000000003,19.915384615384614,20.6,19.033333333333335,23.266666666666666,22.75,24.969565217391306,23.064285714285713,19.96153846153846,20.59,18.900000000000002,18.291666666666668,21.0,20.0,20.46666666666667,Null,20.8,21.0,20.174999999999997,25.166666666666668,25.050000000000004
09/2019,17.1,15.819999999999999,17.25714285714286,15.409090909090907,14.62307692307692,20.028571428571432,18.472727272727273,15.216666666666667,17.479999999999997,16.05,20.525,17.433333333333334,21.106250000000003,15.74,16.014285714285712,18.762500000000003,18.76923076923077,17.349999999999998,15.950000000000001,21.1,17.214285714285715,15.961538461538462,16.133333333333333,18.685714285714287,14.1125,18.737499999999997,16.0,15.45,15.868421052631579,20.54615384615385,19.833333333333332,19.4,19.255555555555553,21.366666666666664,16.650000000000002,17.333333333333332,16.96,16.1625,14.6,19.625,17.242857142857144,16.500000000000004,14.189999999999998,17.775,17.025,18.771428571428572,19.466666666666665,13.316666666666668,17.48,15.933333333333335,15.660000000000002,16.35,16.8,16.03333333333333,15.3,16.342857142857145,15.412500000000001,15.625,15.875,15.842857142857142,15.8125,15.883333333333335,15.185714285714287,18.333333333333332,17.2,20.077777777777776,15.966666666666667,15.357142857142858,17.849999999999998,14.4,17.475,17.125,15.253846153846153,15.992857142857142,18.3,15.945454545454545,16.8,16.507692307692306,18.25,15.842857142857142,19.433333333333334,19.75,21.43913043478261,18.97857142857143,17.835714285714285,17.610000000000003,17.65,13.966666666666667,16.75,16.35,16.933333333333334,Null,17.2,17.2,16.65,22.216666666666665,21.490000000000002
10/2019,13.877777777777776,12.719999999999999,14.171428571428573,11.654545454545454,10.599999999999998,16.32,14.4,11.966666666666667,14.3,13.3,16.75384615384615,13.783333333333333,17.387499999999996,12.6,12.757142857142856,15.6625,15.507142857142854,14.35,13.1,18.0,13.442857142857145,13.15,13.600000000000001,15.5,11.722222222222221,15.043750000000001,12.875,13.1,13.252631578947367,16.083333333333336,16.144444444444442,15.8,16.488235294117647,17.455555555555556,13.514285714285716,14.6,13.959999999999999,12.976,11.95,16.78,14.0,13.66,11.94,14.600000000000001,13.533333333333333,15.014285714285714,16.2,10.316666666666668,14.460000000000003,13.1,12.940000000000001,12.85,13.975000000000001,12.812500000000002,11.8,13.393749999999999,12.3,12.9,12.599999999999998,12.814285714285715,12.462499999999999,13.116666666666667,12.3125,16.016666666666666,14.65,16.733333333333334,12.69333333333333,12.221428571428572,14.27142857142857,11.866666666666667,13.8,13.775,11.769230769230766,12.073333333333332,14.283333333333333,13.036363636363637,13.5,13.092307692307692,14.459999999999999,12.700000000000001,16.1,15.925,17.845454545454547,15.085714285714287,14.692857142857145,14.11,14.525,11.308333333333335,13.899999999999999,12.3,13.283333333333333,Null,13.6,13.600000000000001,13.174999999999999,19.01666666666667,18.729999999999997
11/2019,6.733333333333334,7.0,7.585714285714286,3.8600000000000003,2.8000000000000003,10.086666666666668,6.909999999999999,5.949999999999999,7.26,7.0,10.015384615384617,6.666666666666667,10.406666666666668,7.55,5.771428571428571,8.471428571428572,9.678571428571429,8.066666666666666,5.959999999999999,13.2,6.757142857142857,8.642857142857144,6.7,8.842857142857142,4.677777777777777,7.73125,7.75,7.725,9.557894736842105,8.909090909090908,9.125000000000002,8.899999999999999,10.023529411764708,10.77222222222222,8.342857142857142,8.333333333333334,8.12,5.436,5.050000000000001,10.540000000000001,7.612500000000001,6.7299999999999995,4.69,9.0,7.675000000000001,8.028571428571428,9.357142857142858,2.8166666666666664,8.4,8.528571428571428,6.659999999999999,6.4,8.066666666666665,5.8625,5.5,8.66875,5.625,6.475,7.25,7.485714285714286,7.2875000000000005,7.7,5.2,9.216666666666667,7.525,10.033333333333333,5.986666666666667,5.433333333333334,7.233333333333333,5.233333333333333,7.012499999999999,8.05,4.092307692307693,4.8375,9.116666666666667,7.909090909090909,7.949999999999999,7.541666666666667,8.68,7.414285714285714,9.433333333333332,9.05,10.93636363636364,7.5928571428571425,9.035714285714286,8.16,7.7250000000000005,4.658333333333332,7.75,5.8,7.916666666666665,Null,8.2,8.15,7.874999999999999,13.166666666666666,13.329999999999998
